tweet,Sentimen
"Semua balik lagi ke diri masing2, ente mau tertular covid-19 gak? Masih sayang nyawa gak? Kalau mau mati cepet sih silahkan berpergian, tertular dan menularkan seluruh keluarga dan tetangga. Clear kan? Pemerintah salah, masyarakatnya gak bisa mikir buat kebaikan sendiri.",Positif
"skb kayaknya bakal diundur tahun depan deh, sekarang soalnya pemerintah jg lagi cut anggaran karena APBN sedang dialokasikan untuk penanganan covid-19 dan pemulihan ekonomi terdampak covid-19",Positif
Natuna - masalah pemerintah |  Kasus awak kapal - masalah perusahaan kapal. Pemerintah harus lebih tegas melindungi TKI di semua negara | Ahok - masalah pribadi | COVID-19 - sumber awal masih misteri. Kesalahan : memendam pandemi di awal-awal. Kesalahan di RI terlalu meremehkan.,Negatif
"Kita semua harus bersatu serta disiplin mengikuti protokol protokol kesehatan yang telah diberikan oleh pemerintah agar bisa mengatasi Covid-19 secepatnya 

#BerdamaiDgnCorona pic.twitter.com/TNpRfdPpog",Positif
"Kalo dibilang jangan mudik ya jangan,ngerti ngapa kalo di bilangin.
Ntar kalo tiba2 korban covid 19 melesat naik yg di salahin pak anies baswedan,udah diem2 bae ditumah,ikutin kata pemerintah",Positif
Seharusnya kata2 sejak awal pemerintah memilih kebijakkan itu diganti pak dengan sejak awal pemerintah terlalu menyepelekan covid 19 itu baru pantas...!!!,Negatif
"Anies yg bekerja keras melawan covid dan tidak pernah menghujat Menteri apalagi Presiden.!!tp selalu di hujat dan di tekan oleh Pemerintah Pusat..  Yang sabar yah Bang Anies,  selamat ulang tahun dan sukses selalu buat bang Anies..  Aamiin🙏
 http://www.cnnindonesia.com/nasional/20200507122111-20-501013/pdip-soal-tiga-menteri-sentil-bansos-dki-anies-kelabakan …",Positif
"Apakah ini artinya pemerintah menyerah melawan covid 19??
Sehingga warga harus menerima berdamai dg covid 19  https://twitter.com/jokowi/status/1258348505854177282 …",Negatif
"Bagaimana cara berdamainya dgn virus pak,sementara covid 19,sangat mematikan,,salahnya pemerintah dr awal TDK serius menanganinya ,covid 19,di anggap TDK cocok dgn suhu di ngr indonesis",Negatif
"narasi 'pemerintah cuma bisa menang kalo lawan rakyatnya sendiri' itu emang bener ternyata. lawan virus covid aja udah nyerah.

covid-19 (1) - (0) pemerintah",Negatif
"Kita adalah garda terdepan putus rantai penyebaran covid 19 ikuti anjuran pemerintah #Dirumahaja bisa sambil cek invoice, kelola stok, monitor hutang piutang hingga laporan keuangan pake ini  https://bit.ly/2XdRYJc 
#growwithzahir #MudikTetapDilarang #China #Mudik2020",Positif
"We called ""perampokan digital"" 

Yg tau bener ttg kondisi warga nya kan pemda,kenapa pemda ga dikasih kekuasaan buat menghandle kartu prakerja buat mereka yg benar2 butuh
Lha ini,kartu prakerja lgsg ditangani pemerintah pusat,mana tau pusat ttg kondisi warga nya terdampak covid",Negatif
"Sore ini di klinik. 
Lagi asik asiknya ngomongin keblunderan pemerintah ditengah pandemi covid... Tiba tiba Pak Menteri datang jenguk kucingnya.

Langsung pada diem.",Negatif
"Hai #SobatKemensetneg ,
Pemerintah terus berupaya keras dan berharap puncak pandemi covid-19 akan segera menurun.

Yuk, kita simak, pesan Presiden Joko Widodo untuk mendukung upaya tersebut.  pic.twitter.com/C8AqH2Zq2k",Positif
"Makanya rajin2 baca tong anggaran DKI JKT lebih besar dibanding daerah lain utk penangganan covid,tp klau loe mau bandingkan pusat jelas kalah,hebat dong gubernur mau disandingkan dg pemerintah pusat,
Naik kelas memang gubernur rasa presiden.krn gubernur yg lain bkn tandingnya🤭  pic.twitter.com/jH4Tp5kMRU",Positif
"Penggunaan masker adalah salah satu langkah 
pencegahan yang dapat membatasi penyebaran penyakit-penyakit saluran pernapasan tertentu yang diakibatkan oleh virus, termasuk COVID-19. Ikuti anjuran pemerintah untuk menggunakan masker kemanapun bepergian. Badai Corona Pasti Berlalu.  pic.twitter.com/YoUQB0CMFg",Positif
"Kadang kesel, sedi juga baca berita ttg kebijakan pemerintah yang ga nolong buat covid cepet kelar. Yang psbb mau diudahin, yang transportasi mau dibuka normal lagi. Ditambah kalau keluar itu masih aja rame orang yang ngumpul2. 

:(",Negatif
"Min, @bpbd_bolmong @bolmongkab tolong dicek mengapa bansos pemerintah hny diterima bbrp orang saja di Desa Poigar 3. Pdhl masy desa ini jg terdampak covid 19. Cc: @KemenDesa",Negatif
"Ustad abcde, pemerintah, ahli abcde ngomong kalau covid itu bahaya, VS seseorang dari antah berantah ngomong ""penderita covid bakal sembuh dengan sendirinya, dan covid tidak seberbahaya itu + kalau ga keluar rumah mau makan apa?""

Dan yg diboyong orang ngeyel pastibstatement ke 2",Negatif
"Kebijakan gila pemerintah pusat ini bikin pusing pemerintah daerah, keberhasilan PSBB di daerah hampir pasti gagal jika moda transportasi dibuka kembali, banyak orang mudik, banyak orang akan terpapar. Maka yang Immunity nya ""temenan"" sama si covid-19 inilah akhirnya pemenangnya.",Negatif
"4. Untuk menekan laju penyebaran Covid-19, pemerintah berupaya melakukan pemeriksaan sampel secara masif, melakukan contact tracing dan apabila ditemukan kasus terkonfirmasi positif maka akan dilakukan isolasi.

#BersatuLawanCovid19",Positif
"Mari bersama-sama putus rantai penyebaran COVID-19 dengan beribadah #dirumahaja. Hal ini pun sesuai dengan imbauan dari pemerintah terkait larangan pelaksanaan salat tarawih dan salat ied berjamaah di masjid.  https://bit.ly/2zXvaUl 
#ArtikelFutuready #Futuready #Ramadan pic.twitter.com/vHVhQ46Xvd",Positif
Yang bener para ilmuan harus bikin jamu dan kerja sama demgan pemerintah. Indonesia kaya rempah - rempah. Kenapa tidak membuat jamu sebagai penangkal covid?,Negatif
"Lah.. Sdh tau mahal,mbok ya pemerintah di bantu  dgn cara patuhi semua  instruksi dan arahan 
 dlm memutus rantai pandemi covid-19. #StayAtHome #janganmudikdulu ..",Positif
"Kaya pemerintah dan DPR ajah yang ngebahas RUU tanpa mengumbar ngumbar ke publik dan anehnya lagi emang harus sekarang di bahas?saat orang lain berjibaku menangani wabah covid 19,alih alih pemerintah malah ngerjain RUU sama tuan puan DPR terhormat #dewanperwakilanrakyat #RUU",Negatif
"Hasil penelitian dan inovasi yang muncul di tengah pandemi covid-19 ini seharusnya menjadi momentum yang baik bagi pemerintah untuk mengambil langkah serius di dunia riset Indonesia ke depan.
 https://bit.ly/2LdI2YJ 
#ngobroltempo #LawanWabah",Negatif
"pemerintah mungkin udag gag punyak duit banget, bakal celaka kalog pandemi belum kelar hingga kwartal ke-3, jadwal utang ma bunga menanti !

mau gag mau ekonomi kudu dibangkitin

walo pandemi covid menunjukkan belum ada penurunan, bagi paduka ekonomi lebih penting ketimbang nyawa  pic.twitter.com/9S5L4SHoSO",Negatif
Hebat dah pak president RI kita..saya mau Tanya ya pak??? Apakah Semua kepala keluarga didesa kami layak dapet bantuan Dari pemerintah.. Dari mulai covid masuk bantuan gak pernah Ada sampe saat ini,Negatif
"Nah kenapa Pemerintah pusat mencairkan dana DBH padahal belum waktunya, karena musiba Covid ini yg ada dispensasi, tapi tdk dicairkan 100% tapi hanya 50%, uda paham lu, kalo belum paham ngak usah kuayir  gw maklumi Kadrun Tololnya diatas rata2 yg penting Ngegas dulu 🤣🤣🤣🤣🤣",Positif
"Jangan hanya berdiam diri. Kita patuhi aturan pemerintah supaya covid-19 hilang. Dan kita dukung @erickthohir health security nasional. @KSPgoid
#BUMNUntukNegeri pic.twitter.com/PRJIsRALgP",Positif
"Yok patuhi semua aturan pemerintah, kita semua bisa kita semua pasti bisa sebab semuanya berawal dari kesadaran diri kita masing-masing jangan lupa #SelaluLindungiKamu agar terhindar dari Covid-19",Positif
"Di Bandung, ada pendataan warga miskin untuk jadi penerima bantuan pemerintah terkait COVID-19. Tiap RT diminta memberikan data 3 orang warganya (KTP, KK, dsb.)

Dikirain bakal ngasi paket sembako atau duit kayak program bantuan yg laen. Taunya nasi bungkus.",Negatif
"Dari statement para pejabat sejak awal covid-19 ada di INA jga semua kebijakan pemerintah dlam menangani pandemi virus china yg tidak serius & keadaan keuangan negara,terlihat jelas klau rezim ini dari awal menganut HERD IMMUNITY.
Semoga kita kuat dan dilindungi Allah.
Aamiin 🙏",Negatif
"Maskeran salah satu cara mendukung pemerintah, dalam pencegahan covid 19,semoga lekas berlalu aamiin, kami rindu akan majelis2 ilmu
#pokokengaji
#nkrihargamati  https://www.instagram.com/p/B_4c_lxAI8LnjbS0FfcEbX8nkAuRHJMrqLAuH00/?igshid=1xi58vcsbfkb8 …",Positif
"Kalau ente kena covid-19, ente jangan nyalahin pemerintah ye. Yang dablek rakyatnya, yang disalahin pemerintah.",Positif
"Buka, tutup ..
Ekonomi tdk menentu ..
PHK terus bertambah ..
Lapangan kerja langka ..
Sementara Negara darurat Covid 19.
Kalau #MudikTetapDilarang
Pemerintah hrs siap menjamin kehidupan mereka, sesuai UU.
#abkindonesia
#IlegalFishingTenggelamkan
#2020berkata https://twitter.com/tempodotco/status/1258321811156004866 …",Negatif
"Yes gak smuanya tp knp org2 cina ini begini bgt, mrk pny akhlak gk si atau rs kemanusiaan kebinatangan ap lah.. kok miris bgt dgr berita ABK ini astagfirullah,bkn nya mrk beragama y?Asli susah berkata2 😭 Covid, skrg ini, smg pemerintah Indonesia urusin!Jgn kalah sm Korea @jokowi",Negatif
"Kita memang rindu suasana seperti sebelumnya tapi demi keselamatan bersama ayo kita bantu pemerintah untuk memutus rantai corona dengan #dirumahaja
#infoPKU #Pekanbaru #Covid_19 #lawancorona pic.twitter.com/rQXWlSk9R2",Positif
"Sepertinya rilis, update perkembangan apapun yg kluar dr istana soal covid ini udh ga wajib sama sekali didengerin malah cenderung diabaikan saja. Udah ga ada gunanya pemerintah. Dengerin aja sumber yg layak dipercaya. Klo bs sumber2 dari istana di mute aja.",Negatif
Nah itu kan kejadian pas di Singapore udah ada bbrp pasien covid. Tapi pemerintah kita tercinta bukannya preventif biar orang ga masuk malah promosi wisata dan dengan menkes cengengesan meremehkan coronavirus. Persis kaya di Simpson ini   pic.twitter.com/jBI3go0I7o,Negatif
"Semoga saja penyebaran covid-19 bisa segera teratasi, diharapkan masyarakat disiplin patuhi aturan PSBB & ikut berkontribusi dalam memutus rantai penyebaran virus corona. Tanpa kerjasama Yg baik dari pemerintah & masyarakat, sulit Utk mendapatkan hasil Yg baik",Positif
"Pemerintah pusat silahkan buat aturan sesukamu dan kali ini saya hanya berharap pada pemerintah daerah. Tolong ketegasannya dalam menghadapi Covid 19 ini 🙏🙏. 

#IndonesiaMelawanCovid19
#CukongDimanjaRakyatDiperas
#LawanCovid19",Negatif
"Tunjangan PNS dipotong 50%, katanya untuk mengatasi wabah covid. Tapi ternyata bansos dibayari pemerintah pusat. 

Lalu anggaran triliunan itu dipake buat apa?  https://twitter.com/tribunnews/status/1258165855193460736 …",Negatif
"Untuk apa dikritik lewat media @PartaiPDIP?
Panggil saja Presiden dan Menteri.
Minta penjelasan.
Minta Pemerintah menjelaskan apa skenario jangka pendek dan menengah mereka tentang Covid-19.
Jangan malah ngurus jamu kayak @SatgasCovid19 https://twitter.com/kumparan/status/1258315772893384704 …",Negatif
"Mulai hari ini Pemerintah kembali memberi izin operasi semua moda transportasi, dengan sejumlah batasan. Kebijakan ini langsung menuai kritik, karena Pemerintah dianggap tidak serius dalam memutus rantai penyebaran COVID-19. #Redaksi pic.twitter.com/RGHS8i3c14",Negatif
"Ayo taati Anjuran Pemerintah dengan tidak Mudik, guna memutus Rantai Penyebaran Covid-19.

#divhumaspolri
#humaspoldabanten
#polrescilegon
#humaspolrescilegon
#polripromoter
#imbauanpolri
#polrihumanis…  https://www.instagram.com/p/B_4V7BYAroK/?igshid=12ke3jf1i31i4 …",Positif
"Meski boleh berpergian, Kepala Gugus Tugas covid-19 Doni Monardo menegaskan bahwa pemerintah tetap akan tegas melarang mudik. 

Tidak ada perubahan atau pelonggaran aturan larangan mudik 😎
#MudikTetapDilarang
 https://m.detik.com/finance/berita-ekonomi-bisnis/d-5005376/mudik-tetap-dilarang-ini-kriteria-ketat-untuk-bisa-ke-luar-kota …
#MudikTetapDilarang",Positif
Semoga pandemi covid-19 segera berakhir dan semoga pemerintah bisa lebih bijak dalam menanganinya.,Positif
"Dalam upaya berperan aktif Depok Town Square bersama @lippomalls mendukung Pemerintah dalam Pembatasan Sosial Berskala Besar guna memutus penyebaran COVID-19,
maka kami selaku pengelola mall Depok Town Square…  https://www.instagram.com/p/B_4U0CXplrd/?igshid=5qcgir74fqz4 …",Positif
"Gini loh gaes, pemerintah bukannya ingin mencegah covid, tp hanya sekedar mengurangi terjadinya grudukan pasien. Cepat / lambat kalian semua pasti terpapar krn klihatannya pakde hendak memberlakukan herd immunity. Tapi alon2 wae supaya RS gak overload sambil nunggu vaksin muncul.",Negatif
"Bukti kepedulian pemerintah disaat wabah covid 19 yaitu menaikan tagihan PLN dan tidak menurunkan harga bbm yg sedang terjun bebas didunia... Itu semua demi ""Rakyat""
@Mahasiswa @psi_id @KPK_RI @DPR_RI @Fahrihamzah
#IndonesiaDikuasaiMafia
#CukongDimanjaRakyatDiperas
#COVID19",Negatif
Sukamta: Wacana Relaksasi PSBB Tunjukkan Pemerintah Tak Punya Konsep Tangani Covid-19 -  http://VOA-ISLAM.COM  https://shar.es/aHiRE6 ,Negatif
"""Pemerintah Serius, Siap dan Mampu Menangani COVID-19""
""Masyarakat Tetap Tenang dan Waspada""
""COVID-19 Bisa Sembuh"" 
#LAWANCOVID19

Update Data Penghuni Posko Karantina Covid-19, Kabupaten Tana Tidung.
Rabu, 06 Mei 2020
*@bpbd_kab.tanatidung2017
.
#karantina #isolasi pic.twitter.com/ZUDkTVFEAq – at Kabupaten tanah tidung",Positif
"Pemerintah linglung, plin-plan,tidak konsisten,tidak siap akan pandemi COVID-19, ada apa dengan pemikiran pemerintah? Sampai akhirnya tidak konsisten dengan ucapannya, 
Pilih ekonomi atau kesehatan dan keselamatan rakyat?",Negatif
"Seorang warga tidak mampu di Surabaya, yang berstatus PDP COVID-19 mengeluhkan mahalnya biaya tes swab di RS swasta senilai Rp2,2 juta yang harus ditanggung sendiri tanpa ada bantuan dari pemerintah kota setempat. #COVID19 https://www.antaranews.com/berita/1474503/warga-tak-mampu-di-surabaya-berstatus-pdp-keluhkan-biaya-swab …",Negatif
"saat ini yang dikejar adalah

research terkait covid

rumah sakit khusus covid dan rumah sakit lainnya, pemerintah harus segera pakai cara ala wisma atlet di kota kota lain. ga ada? bangun baru atau beli bangunan swasta

protokol physical distancing dan maskeran",Negatif
"JANGANKAN ROCKY GERUNG, Masyarakat Awam Saja Sudah Bisa Menilai, Bahkan Dari Awal Sebelum Terjadi Wabah.
> Meremehkan
> Menyepelekan
> Dsb.
Padahal itu Peringatan dari Allahu Akbar.

Rocky G : Virus Covid-19 Ditularkan Oleh Kebijakan Pemerintah Yang Buruk.
 https://www.oposisicerdas.com/2020/05/rocky-gerung-virus-covid-19-ditularkan.html?m=1 …",Negatif
"Kita smua agaknya dibuat bingung ya pak, pdhal Pemerintah berharap Juli secepatnya wabah covid-19 menurun. Nah jk kebijakannya mcm plin-plan mcm ini bgmn bisa segra sirna itu wabah",Negatif
"Sebetulnya apresiasi juga terhadap pemerintah dengan penerbitan PSBB, secara teori bisa dimaksimalkan untuk pemutusan penyebaran covid. Akan tetapi fakta di lapangan lain, masih jauh dari kata optimal",Negatif
"Gini ini semua menteri py ego di bidang msg2, akhirnya komunikasi dr pemerintah jln sendiri2.
Baiknya semua kebijakan di semua sektor hanya lewat satgas penanganan covid saja, sampai normal kembali. 
Jd tdk ada peluang hoax, miskom, kebingungan di masyarakat.",Negatif
"Setuju banget. Pernah bilang kayak gini jg ke teman yg Jokowers, bhw perlu ada konsep yg lbh jelas dari pemerintah dlm tangani covid-19, dan perbaikan komunikasi antar pejabat agar rakyat tdk bingung. Hasilnya, aku dibanding2ke sama kadrun oleh ybs. Aku mosok jd kadrun ... 😀😂🤣",Negatif
"Demi mencegah penyebaran Covid-19, pemerintah kota Bandar Lampung menerapkan Physical Distancing pada pedagang pasar tradisional. Dimana antara pedagang diberi jarak sekitar 2 meter dan juga wajib menggunakan masker selama beraktivitas.

#MudikTetapDilarang pic.twitter.com/DQjTeSxpVw",Positif
"Bulan suci Ramadan memang waktu yang tepat untuk berkumpul dengan keluarga tercinta, tapi sayang.. Tahun ini kita harus menahan niat baik tersebut. 

Yuk, kita terus bantu pemerintah untuk melawan Covid-19 dengan cara menahan diri untuk tidak berpergian dan mudik.  pic.twitter.com/EI5EeRHdEN",Positif
"Jangankan kekayaanmu,
Seluruh kekayaan negara akan habis jika corona ini tidak segera kita setop.

Dan yg bisa menghentikan covid-19 hanya masyarakat, diri kita sendiri.

Maka disiplinlah,
ikuti aturan dan anjuran pemerintah.
#MudikTetapDilarang",Positif
"Atas himbauan Pemerintah, pasar rakyat harus tetap buka agar roda ekonomi tetap berjalan dg tetap menerapkan protap covid-19 seperti kesehatan. @kemendag juga telah menyediakan bantun alat kesehatan ke pasar2 rakyat pic.twitter.com/yXovInn0Tc",Positif
"Masykur menyampaikan, berdasarkan Biro Humas Kemanaker per 20 April 2020, sebanyak 2.084.593 pekerja terkena dampak COVID-19. Masykur juga membagikan kebijakan apa saja yang diterapkan pemerintah dan yang perlu perusahaan lakukan untuk mengatasi permasalahan ini.

#insighttalenta",Positif
"udh bnyk yg bakal prediksi bang gak lama lagi kayaknya kehidupan bakal di normalin alias gaada psbb/sejenisnya . karna selain covid, penyakit stres dan kelaparan sama bahayanya jg. ditambah pemerintah kebingungan klo diliat liat",Negatif
"Sebanyak 4,2 juta pengemudi ojek online akan ikut mendapatkan keringanan kredit kendaraan dari program relaksasi restrukturisasi yang dilakukan pemerintah di masa pandemi Covid-19.

#SmartNews @ekonomibisnis",Positif
"Ternyata diam #dirumahaja belum  cukup loh untuk membantu pemerintah dalam penurunan angka Covid-19 di Indonesia. Yuk, patuhi juga kebijakan physical distancing dan PSBB dari pemerintah agar dapat mempercepat penurunan Covid-19!👍🏻💪🏻
#yourdailysupport #createwarmthnotharm pic.twitter.com/GG1JG2TK03",Positif
"Terkendala Regulasi, Janda Tak Dapat Bansos Dampak Covid-19 dari Pemerintah | LingkarJatim -  https://lingkarjatim.com/lingkar-utama/terkendala-regulasi-janda-tak-dapat-bansos-dampak-covid-19-dari-pemerintah/ … pic.twitter.com/zWmsqgOGzq",Negatif
